sex,race,household_income,education,state,age_int,vote_trump,cell,high_income,high_education
Male,White,"$35,000 to $39,999",Highschool,CA,51-60,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"$60,000 to $64,999",Highschool,NC,51-60,1,"White Highschool $60,000 to $64,999",0,0
Female,White,"Less than $14,999",Highschool,CA,18-20,0,"White Highschool Less than $14,999",0,0
Female,Other race,"$25,000 to $29,999",Highschool,CA,21-30,0,"Other race Highschool $25,000 to $29,999",0,0
Female,White,"$90,000 to $94,999",Highschool,IA,61-70,0,"White Highschool $90,000 to $94,999",0,0
Female,Other race,"$30,000 to $34,999",Highschool,CA,18-20,0,"Other race Highschool $30,000 to $34,999",0,0
Male,Black/African American,"$20,000 to $24,999",Masters&Doc,IL,51-60,0,"Black/African American Masters&Doc $20,000 to $24,999",0,1
Female,Black/African American,"$80,000 to $84,999",Highschool,FL,51-60,0,"Black/African American Highschool $80,000 to $84,999",0,0
Female,White,"$50,000 to $54,999",Masters&Doc,CA,21-30,0,"White Masters&Doc $50,000 to $54,999",0,1
Male,Black/African American,"Less than $14,999",Highschool,MA,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"$80,000 to $84,999",Associate Degree,SC,61-70,1,"White Associate Degree $80,000 to $84,999",0,1
Female,White,"$150,000 to $174,999",Associate Degree,CT,61-70,1,"White Associate Degree $150,000 to $174,999",1,1
Female,Other race,"$25,000 to $29,999",Highschool,OR,41-50,1,"Other race Highschool $25,000 to $29,999",0,0
Male,White,"$55,000 to $59,999",College Degree,OK,51-60,1,"White College Degree $55,000 to $59,999",0,1
Female,White,"$80,000 to $84,999",Masters&Doc,AR,21-30,1,"White Masters&Doc $80,000 to $84,999",0,1
Female,Black/African American,"$30,000 to $34,999",Highschool,NC,21-30,1,"Black/African American Highschool $30,000 to $34,999",0,0
Male,White,"$30,000 to $34,999",Highschool,MO,31-40,1,"White Highschool $30,000 to $34,999",0,0
Male,White,"$50,000 to $54,999",College Degree,ME,21-30,0,"White College Degree $50,000 to $54,999",0,1
Male,White,"$100,000 to $124,999",Associate Degree,FL,71-80,1,"White Associate Degree $100,000 to $124,999",0,1
Male,White,"$15,000 to $19,999",College Degree,FL,41-50,1,"White College Degree $15,000 to $19,999",0,1
Female,American Indian or Alaska Native,"$90,000 to $94,999",Highschool,CA,21-30,0,"American Indian or Alaska Native Highschool $90,000 to $94,999",0,0
Male,other asian or pacific islander,"$15,000 to $19,999",Masters&Doc,HI,31-40,1,"other asian or pacific islander Masters&Doc $15,000 to $19,999",0,1
Male,White,"Less than $14,999",Masters&Doc,NM,21-30,0,"White Masters&Doc Less than $14,999",0,1
Male,White,"$70,000 to $74,999",Highschool,CA,31-40,0,"White Highschool $70,000 to $74,999",0,0
Female,White,"$30,000 to $34,999",Highschool,LA,51-60,1,"White Highschool $30,000 to $34,999",0,0
Male,White,"$85,000 to $89,999",Highschool,WI,51-60,1,"White Highschool $85,000 to $89,999",0,0
Female,White,"$45,000 to $49,999",College Degree,PA,41-50,1,"White College Degree $45,000 to $49,999",0,1
Male,White,"$50,000 to $54,999",Highschool,IL,31-40,0,"White Highschool $50,000 to $54,999",0,0
Female,White,"Less than $14,999",Masters&Doc,SC,21-30,1,"White Masters&Doc Less than $14,999",0,1
Female,White,"Less than $14,999",Masters&Doc,NC,61-70,1,"White Masters&Doc Less than $14,999",0,1
Female,White,"$55,000 to $59,999",Highschool,CA,61-70,0,"White Highschool $55,000 to $59,999",0,0
Male,White,"$20,000 to $24,999",Highschool,FL,61-70,1,"White Highschool $20,000 to $24,999",0,0
Female,White,"$15,000 to $19,999",Highschool,AZ,61-70,1,"White Highschool $15,000 to $19,999",0,0
Female,Black/African American,"$175,000 to $199,999",Masters&Doc,OH,61-70,0,"Black/African American Masters&Doc $175,000 to $199,999",1,1
Male,Black/African American,"$15,000 to $19,999",Masters&Doc,NC,18-20,0,"Black/African American Masters&Doc $15,000 to $19,999",0,1
Female,Other race,"$40,000 to $44,999",Highschool,OR,61-70,0,"Other race Highschool $40,000 to $44,999",0,0
Female,White,"$50,000 to $54,999",Highschool,IL,41-50,0,"White Highschool $50,000 to $54,999",0,0
Male,White,"$125,000 to $149,999",College Degree,CA,61-70,0,"White College Degree $125,000 to $149,999",0,1
Female,White,"$50,000 to $54,999",College Degree,CA,51-60,0,"White College Degree $50,000 to $54,999",0,1
Female,White,"$70,000 to $74,999",Masters&Doc,IL,41-50,0,"White Masters&Doc $70,000 to $74,999",0,1
Male,White,"$25,000 to $29,999",College Degree,MA,51-60,1,"White College Degree $25,000 to $29,999",0,1
Female,White,"$35,000 to $39,999",Masters&Doc,PA,21-30,0,"White Masters&Doc $35,000 to $39,999",0,1
Female,White,"$20,000 to $24,999",Highschool,NC,51-60,0,"White Highschool $20,000 to $24,999",0,0
Male,White,"$75,000 to $79,999",Associate Degree,LA,51-60,1,"White Associate Degree $75,000 to $79,999",0,1
Male,White,"$45,000 to $49,999",Highschool,FL,21-30,1,"White Highschool $45,000 to $49,999",0,0
Female,White,"$100,000 to $124,999",College Degree,CO,61-70,0,"White College Degree $100,000 to $124,999",0,1
Female,White,"Less than $14,999",Masters&Doc,WV,51-60,1,"White Masters&Doc Less than $14,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,CA,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$50,000 to $54,999",Associate Degree,AZ,51-60,1,"White Associate Degree $50,000 to $54,999",0,1
Male,White,"$50,000 to $54,999",Highschool,NC,61-70,0,"White Highschool $50,000 to $54,999",0,0
Male,White,"$100,000 to $124,999",College Degree,PA,71-80,1,"White College Degree $100,000 to $124,999",0,1
Male,White,"$95,000 to $99,999",Highschool,VA,61-70,1,"White Highschool $95,000 to $99,999",0,0
Male,Chinese,"$100,000 to $124,999",Masters&Doc,MA,41-50,0,"Chinese Masters&Doc $100,000 to $124,999",0,1
Male,White,"$125,000 to $149,999",College Degree,NY,31-40,0,"White College Degree $125,000 to $149,999",0,1
Male,White,"$60,000 to $64,999",Highschool,IL,51-60,1,"White Highschool $60,000 to $64,999",0,0
Male,White,"$30,000 to $34,999",Masters&Doc,SC,41-50,1,"White Masters&Doc $30,000 to $34,999",0,1
Male,White,"$175,000 to $199,999",Associate Degree,OR,61-70,0,"White Associate Degree $175,000 to $199,999",1,1
Female,White,"$25,000 to $29,999",College Degree,GA,31-40,0,"White College Degree $25,000 to $29,999",0,1
Female,White,"$125,000 to $149,999",Highschool,LA,31-40,1,"White Highschool $125,000 to $149,999",0,0
Male,White,"$30,000 to $34,999",Highschool,MO,51-60,1,"White Highschool $30,000 to $34,999",0,0
Female,White,"$50,000 to $54,999",Highschool,FL,51-60,1,"White Highschool $50,000 to $54,999",0,0
Male,White,"$30,000 to $34,999",College Degree,KY,41-50,0,"White College Degree $30,000 to $34,999",0,1
Female,White,"$40,000 to $44,999",Highschool,MI,31-40,0,"White Highschool $40,000 to $44,999",0,0
Female,White,"$30,000 to $34,999",Masters&Doc,PA,51-60,1,"White Masters&Doc $30,000 to $34,999",0,1
Male,White,"$45,000 to $49,999",Highschool,IL,51-60,1,"White Highschool $45,000 to $49,999",0,0
Male,Black/African American,"$25,000 to $29,999",Highschool,GA,41-50,0,"Black/African American Highschool $25,000 to $29,999",0,0
Male,White,"$45,000 to $49,999",College Degree,CA,31-40,0,"White College Degree $45,000 to $49,999",0,1
Male,White,"$50,000 to $54,999",Highschool,WA,18-20,0,"White Highschool $50,000 to $54,999",0,0
Male,other asian or pacific islander,"$125,000 to $149,999",College Degree,CA,31-40,1,"other asian or pacific islander College Degree $125,000 to $149,999",0,1
Male,White,"Less than $14,999",Highschool,DE,31-40,0,"White Highschool Less than $14,999",0,0
Female,White,"$100,000 to $124,999",Highschool,FL,31-40,0,"White Highschool $100,000 to $124,999",0,0
Male,Black/African American,"$45,000 to $49,999",Masters&Doc,TX,21-30,0,"Black/African American Masters&Doc $45,000 to $49,999",0,1
Female,Black/African American,"$15,000 to $19,999",Highschool,TX,51-60,0,"Black/African American Highschool $15,000 to $19,999",0,0
Female,White,"$30,000 to $34,999",College Degree,NC,21-30,0,"White College Degree $30,000 to $34,999",0,1
Female,Chinese,"$65,000 to $69,999",Masters&Doc,CA,21-30,0,"Chinese Masters&Doc $65,000 to $69,999",0,1
Female,White,"$100,000 to $124,999",Masters&Doc,TN,31-40,1,"White Masters&Doc $100,000 to $124,999",0,1
Female,White,"Less than $14,999",Highschool,OR,61-70,1,"White Highschool Less than $14,999",0,0
Female,White,"$65,000 to $69,999",College Degree,WA,21-30,0,"White College Degree $65,000 to $69,999",0,1
Male,White,"$150,000 to $174,999",Masters&Doc,IL,71-80,0,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"$125,000 to $149,999",Associate Degree,MD,51-60,0,"White Associate Degree $125,000 to $149,999",0,1
Female,White,"$25,000 to $29,999",Highschool,MS,61-70,1,"White Highschool $25,000 to $29,999",0,0
Male,White,"$100,000 to $124,999",Highschool,MI,41-50,0,"White Highschool $100,000 to $124,999",0,0
Male,Other race,"$15,000 to $19,999",Masters&Doc,CA,31-40,0,"Other race Masters&Doc $15,000 to $19,999",0,1
Male,White,"Less than $14,999",College Degree,CA,51-60,1,"White College Degree Less than $14,999",0,1
Female,Black/African American,"$60,000 to $64,999",Associate Degree,PA,41-50,0,"Black/African American Associate Degree $60,000 to $64,999",0,1
Male,White,"$20,000 to $24,999",Highschool,WI,71-80,1,"White Highschool $20,000 to $24,999",0,0
Female,White,"$50,000 to $54,999",College Degree,NC,61-70,1,"White College Degree $50,000 to $54,999",0,1
Male,White,"$35,000 to $39,999",Masters&Doc,NY,41-50,1,"White Masters&Doc $35,000 to $39,999",0,1
Male,White,"$75,000 to $79,999",Highschool,IN,61-70,0,"White Highschool $75,000 to $79,999",0,0
Male,White,"$45,000 to $49,999",College Degree,CA,31-40,0,"White College Degree $45,000 to $49,999",0,1
Male,White,"$20,000 to $24,999",Masters&Doc,TX,18-20,1,"White Masters&Doc $20,000 to $24,999",0,1
Male,other asian or pacific islander,"$125,000 to $149,999",Masters&Doc,NY,51-60,1,"other asian or pacific islander Masters&Doc $125,000 to $149,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,NY,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"Less than $14,999",Highschool,WA,41-50,0,"White Highschool Less than $14,999",0,0
Female,White,"$15,000 to $19,999",Masters&Doc,NC,41-50,0,"White Masters&Doc $15,000 to $19,999",0,1
Female,White,"$20,000 to $24,999",Masters&Doc,WA,21-30,0,"White Masters&Doc $20,000 to $24,999",0,1
Female,White,"Less than $14,999",Highschool,VA,31-40,0,"White Highschool Less than $14,999",0,0
Female,White,"$45,000 to $49,999",Masters&Doc,SC,51-60,0,"White Masters&Doc $45,000 to $49,999",0,1
Female,White,"$25,000 to $29,999",Masters&Doc,IL,51-60,0,"White Masters&Doc $25,000 to $29,999",0,1
Female,Other race,"Less than $14,999",Highschool,NJ,31-40,0,"Other race Highschool Less than $14,999",0,0
Female,White,"$20,000 to $24,999",Masters&Doc,FL,41-50,1,"White Masters&Doc $20,000 to $24,999",0,1
Female,White,"$40,000 to $44,999",Masters&Doc,MD,51-60,1,"White Masters&Doc $40,000 to $44,999",0,1
Female,Black/African American,"$150,000 to $174,999",College Degree,CA,31-40,0,"Black/African American College Degree $150,000 to $174,999",1,1
Male,White,"$125,000 to $149,999",Associate Degree,IL,21-30,1,"White Associate Degree $125,000 to $149,999",0,1
Male,other asian or pacific islander,"$45,000 to $49,999",College Degree,CO,41-50,0,"other asian or pacific islander College Degree $45,000 to $49,999",0,1
Female,Black/African American,"$25,000 to $29,999",Highschool,VA,21-30,0,"Black/African American Highschool $25,000 to $29,999",0,0
Female,White,"Less than $14,999",Highschool,NY,61-70,0,"White Highschool Less than $14,999",0,0
Female,Black/African American,"$35,000 to $39,999",Masters&Doc,CT,31-40,0,"Black/African American Masters&Doc $35,000 to $39,999",0,1
Male,White,"$100,000 to $124,999",College Degree,OH,31-40,1,"White College Degree $100,000 to $124,999",0,1
Male,Black/African American,"$100,000 to $124,999",Masters&Doc,NY,41-50,0,"Black/African American Masters&Doc $100,000 to $124,999",0,1
Female,Black/African American,"$35,000 to $39,999",Highschool,NY,18-20,0,"Black/African American Highschool $35,000 to $39,999",0,0
Male,White,"$30,000 to $34,999",Highschool,CA,41-50,1,"White Highschool $30,000 to $34,999",0,0
Male,White,"$35,000 to $39,999",Highschool,MO,21-30,0,"White Highschool $35,000 to $39,999",0,0
Female,White,"$100,000 to $124,999",Highschool,KY,41-50,0,"White Highschool $100,000 to $124,999",0,0
Female,White,"$55,000 to $59,999",Highschool,CT,61-70,0,"White Highschool $55,000 to $59,999",0,0
Female,Black/African American,"$45,000 to $49,999",Highschool,TN,51-60,0,"Black/African American Highschool $45,000 to $49,999",0,0
Male,White,"$75,000 to $79,999",Masters&Doc,NY,41-50,1,"White Masters&Doc $75,000 to $79,999",0,1
Female,White,"$15,000 to $19,999",Highschool,FL,61-70,1,"White Highschool $15,000 to $19,999",0,0
Male,Black/African American,"$50,000 to $54,999",College Degree,MI,41-50,0,"Black/African American College Degree $50,000 to $54,999",0,1
Female,White,"$75,000 to $79,999",Masters&Doc,NC,41-50,1,"White Masters&Doc $75,000 to $79,999",0,1
Female,White,"$175,000 to $199,999",College Degree,OR,41-50,0,"White College Degree $175,000 to $199,999",1,1
Female,White,"$35,000 to $39,999",Masters&Doc,PA,51-60,1,"White Masters&Doc $35,000 to $39,999",0,1
Female,White,"$250,000 and above",College Degree,NJ,21-30,1,"White College Degree $250,000 and above",0,1
Female,Black/African American,"Less than $14,999",Highschool,TN,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Female,White,"$40,000 to $44,999",College Degree,PA,21-30,1,"White College Degree $40,000 to $44,999",0,1
Female,Other race,"$250,000 and above",Masters&Doc,CA,31-40,1,"Other race Masters&Doc $250,000 and above",0,1
Female,White,"$40,000 to $44,999",Associate Degree,AZ,51-60,1,"White Associate Degree $40,000 to $44,999",0,1
Male,Other race,"$45,000 to $49,999",Highschool,CA,31-40,0,"Other race Highschool $45,000 to $49,999",0,0
Male,White,"$200,000 to $249,999",College Degree,OR,41-50,1,"White College Degree $200,000 to $249,999",1,1
Female,White,"$50,000 to $54,999",College Degree,MO,31-40,1,"White College Degree $50,000 to $54,999",0,1
Male,White,"$50,000 to $54,999",Masters&Doc,NJ,41-50,0,"White Masters&Doc $50,000 to $54,999",0,1
Female,White,"$35,000 to $39,999",Associate Degree,NY,51-60,0,"White Associate Degree $35,000 to $39,999",0,1
Male,Black/African American,"Less than $14,999",Grade12&under,TX,18-20,1,"Black/African American Grade12&under Less than $14,999",0,0
Female,White,"$200,000 to $249,999",Highschool,MA,51-60,1,"White Highschool $200,000 to $249,999",1,0
Female,White,"$85,000 to $89,999",Masters&Doc,SC,31-40,0,"White Masters&Doc $85,000 to $89,999",0,1
Female,White,"$50,000 to $54,999",Highschool,FL,51-60,0,"White Highschool $50,000 to $54,999",0,0
Female,White,"$250,000 and above",Highschool,NY,18-20,0,"White Highschool $250,000 and above",0,0
Female,White,"$55,000 to $59,999",Highschool,FL,61-70,1,"White Highschool $55,000 to $59,999",0,0
Female,White,"$40,000 to $44,999",Highschool,PA,71-80,0,"White Highschool $40,000 to $44,999",0,0
Male,White,"$100,000 to $124,999",Highschool,CA,71-80,1,"White Highschool $100,000 to $124,999",0,0
Female,White,"$35,000 to $39,999",College Degree,GA,21-30,0,"White College Degree $35,000 to $39,999",0,1
Female,White,"$30,000 to $34,999",Highschool,AL,21-30,1,"White Highschool $30,000 to $34,999",0,0
Female,White,"$100,000 to $124,999",College Degree,TX,31-40,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$50,000 to $54,999",College Degree,TX,21-30,1,"White College Degree $50,000 to $54,999",0,1
Male,White,"$150,000 to $174,999",Masters&Doc,NY,41-50,1,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"$35,000 to $39,999",Associate Degree,NY,51-60,0,"White Associate Degree $35,000 to $39,999",0,1
Female,White,"$125,000 to $149,999",Highschool,CA,51-60,1,"White Highschool $125,000 to $149,999",0,0
Female,Other race,"Less than $14,999",Highschool,NM,41-50,0,"Other race Highschool Less than $14,999",0,0
Female,White,"$25,000 to $29,999",Highschool,IN,71-80,0,"White Highschool $25,000 to $29,999",0,0
Female,White,"$75,000 to $79,999",College Degree,UT,21-30,1,"White College Degree $75,000 to $79,999",0,1
Male,White,"$175,000 to $199,999",College Degree,MO,51-60,1,"White College Degree $175,000 to $199,999",1,1
Female,Black/African American,"$85,000 to $89,999",Masters&Doc,IN,41-50,0,"Black/African American Masters&Doc $85,000 to $89,999",0,1
Female,White,"$60,000 to $64,999",College Degree,OH,71-80,1,"White College Degree $60,000 to $64,999",0,1
Male,White,"$50,000 to $54,999",Highschool,CA,71-80,1,"White Highschool $50,000 to $54,999",0,0
Female,Other race,"$15,000 to $19,999",Highschool,CA,51-60,0,"Other race Highschool $15,000 to $19,999",0,0
Male,White,"$35,000 to $39,999",Highschool,OH,51-60,1,"White Highschool $35,000 to $39,999",0,0
Male,White,"$25,000 to $29,999",College Degree,IL,51-60,1,"White College Degree $25,000 to $29,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,NY,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,White,"$35,000 to $39,999",Highschool,NY,61-70,1,"White Highschool $35,000 to $39,999",0,0
Male,Black/African American,"Less than $14,999",Masters&Doc,FL,31-40,0,"Black/African American Masters&Doc Less than $14,999",0,1
Male,White,"Less than $14,999",Highschool,TX,51-60,1,"White Highschool Less than $14,999",0,0
Female,White,"$55,000 to $59,999",Associate Degree,NE,41-50,0,"White Associate Degree $55,000 to $59,999",0,1
Female,White,"$35,000 to $39,999",Highschool,OR,61-70,0,"White Highschool $35,000 to $39,999",0,0
Female,White,"$20,000 to $24,999",Highschool,NC,61-70,0,"White Highschool $20,000 to $24,999",0,0
Male,White,"Less than $14,999",Highschool,WA,51-60,0,"White Highschool Less than $14,999",0,0
